id,text,sentiment,relevance,evaluation_type,source
sample_33564,Naiuwi na namin si lola mula sa ospital.,positive,general,general,tagasenti
sample_33565,Naibalik ang kuryente bago pa matunaw ang mga karne sa freezer.,positive,general,general,tagasenti
sample_33566,Nakuha ko na ang clearance mula sa dating opisina.,positive,general,general,tagasenti
sample_33567,Wala nang tulo ang bubong matapos lagyan ng sealant.,positive,general,general,tagasenti
sample_33568,Natapos ko ang paglilinis sa buong bahay bago dumating ang mga bisita.,positive,general,general,tagasenti
sample_33569,Umayos ang takbo ng internet matapos i-restart ang router.,positive,general,general,tagasenti
sample_33570,Na-recover ng IT department ang mga naburang files ko.,positive,general,general,tagasenti
sample_33571,Natanggal ang bara sa lababo gamit ang mainit na tubig.,positive,general,general,tagasenti
sample_33572,Nawala ang amag sa pader matapos kuskusin ng bleach.,positive,general,general,tagasenti
sample_33573,Nabunot na ang sumasakit kong ngipin kanina.,positive,general,general,tagasenti
sample_33574,Bumukas din ang nakakandadong pinto nang gamitan ko ng langis ang susi.,positive,general,general,tagasenti
sample_33575,Tumubo na ang mga butong itinanim ko sa bakuran.,positive,general,general,tagasenti
sample_33576,Naayos ang gusot sa account ko pagkatapos kong tumawag sa customer service.,positive,general,general,tagasenti
sample_33577,Napatunayan ng CCTV na hindi ako ang nakabangga sa poste.,positive,general,general,tagasenti
sample_33578,Nai-deliver na ang mga materyales para sa ipinapagawang kwarto.,positive,general,general,tagasenti
sample_33579,Nasagutan ko ang lahat ng aytem sa exam bago tumunog ang bell.,positive,general,general,tagasenti
sample_33580,Nakuha ko ang voter's ID ko matapos ang tatlong taon.,positive,general,general,tagasenti
sample_33581,Nahanap ang nawawalang pusa namin sa kabilang kalye.,positive,general,general,tagasenti
sample_33582,Napagana ko ang lumang cellphone matapos palitan ng baterya.,positive,general,general,tagasenti
sample_33583,Nakatulog ang bata pagkatapos umiyak nang mahabang oras.,positive,general,general,tagasenti
sample_33584,Naibigay ko ang huling bayad sa nagpapautang.,positive,general,general,tagasenti
sample_33585,Kumpleto ang lahat ng pirma sa clearance form ko.,positive,general,general,tagasenti
sample_33586,Natapos ang pagpupulong namin ng walang pagtatalo.,positive,general,general,tagasenti
sample_33587,Nakababa ako ng jeep bago tuluyang bumagsak ang ulan.,positive,general,general,tagasenti
sample_33588,Nai-save ko ang project bago mamatay ang laptop ko.,positive,general,general,tagasenti
sample_33589,Pula ang ilaw sa stoplight kaya hindi kami nahagip ng truck.,positive,general,general,tagasenti
sample_33590,Nakapag-charge ako ng telepono bago tuluyang nawalan ng baterya.,positive,general,general,tagasenti
sample_33591,Umabot ako sa elevator bago magsara ang pinto.,positive,general,general,tagasenti
sample_33592,Nakuha ko ang huling ticket para sa biyaheng probinsya.,positive,general,general,tagasenti
sample_33593,Tumigil ang malakas na hangin bago matumba ang puno sa bakuran.,positive,general,general,tagasenti
sample_33594,Naisara ko ang bintana bago pumasok ang ulan sa kwarto.,positive,general,general,tagasenti
sample_33595,Umandar ang preno ng bisikleta nang pababa na ako sa sementado.,positive,general,general,tagasenti
sample_33596,Napigilan ko ang baso bago ito mahulog sa sahig.,positive,general,general,tagasenti
sample_33597,Dumating ang pulis bago lumala ang gulo sa labas.,positive,general,general,tagasenti
sample_33598,Nakuha ko ang wallet ko na naiwan sa ibabaw ng mesa sa kainan.,positive,general,general,tagasenti
sample_33599,Nakatawid ako bago bumaha ang kalsada.,positive,general,general,tagasenti
sample_33600,Hindi natuloy ang meeting kung kailan wala akong inihandang presentation.,positive,general,general,tagasenti
sample_33601,Nakita ng driver ang asong tumatawid kaya nakapagpreno siya agad.,positive,general,general,tagasenti
sample_33602,Hindi sumabog ang gulong kahit may nabaong pako.,positive,general,general,tagasenti
sample_33603,Nahanap ko ang singsing sa damuhan matapos mahulog.,positive,general,general,tagasenti
sample_33604,Umurong ang baha bago pumasok sa loob ng bahay namin.,positive,general,general,tagasenti
sample_33605,Napansin ko ang pagkakamali sa email bago ko ito na-send sa boss.,positive,general,general,tagasenti
sample_33606,Nai-plug ko ang refrigerator bago masira ang mga pagkain.,positive,general,general,tagasenti
sample_33607,Naalala ko ang password ng account ko matapos ang dalawang maling subok.,positive,general,general,tagasenti
sample_33608,Wala akong nakasalubong na traffic enforcer nung nakalimutan ko ang lisensya ko.,positive,general,general,tagasenti
sample_33609,Nakasilong ako sa waiting shed noong biglang kumidlat.,positive,general,general,tagasenti
sample_33610,Hindi ako nahulog sa hagdan nang makahawak ako sa pasamano.,positive,general,general,tagasenti
sample_33611,Umabot ang gasolina ko hanggang sa pinakamalapit na gas station.,positive,general,general,tagasenti
sample_33612,Naapula ang apoy sa kalan bago pa lumaki.,positive,general,general,tagasenti
sample_33613,Dumating ang rescue team bago tuluyang lumubog ang bangka.,positive,general,general,tagasenti
sample_33614,Hindi naiwan ng eroplano ang pamilya ko kahit late kami dumating sa airport.,positive,general,general,tagasenti
sample_33615,Nakuha ko ang susi mula sa loob ng kotse bago ito nag-lock ng kusa.,positive,general,general,tagasenti
sample_33616,Naalis ko ang mantsa ng kape sa paborito kong damit habang basa pa.,positive,general,general,tagasenti
sample_33617,Naitago ko ang pera sa bulsa bago ako lapitan ng mga nag-aaway sa kanto.,positive,general,general,tagasenti
sample_33618,Nai-mute ko ang microphone ko bago umubo nang malakas sa online meeting.,positive,general,general,tagasenti
sample_33619,Na-submit ko ang assignment eksaktong onse singkwentay-nuebe ng gabi.,positive,general,general,tagasenti
sample_33620,Nakuha ko ang huling bote ng tubig sa tindahan bago nagsara.,positive,general,general,tagasenti
sample_33621,Nakaiwas ako sa malaking lubak sa daan dahil sa ilaw ng kasalubong.,positive,general,general,tagasenti
sample_33622,Hindi nakapasok ang mga lamok dahil naisara ko agad ang screen door.,positive,general,general,tagasenti
sample_33623,Nahanap ko ang ATM card ko sa loob ng washing machine bago umikot.,positive,general,general,tagasenti
sample_33624,Tumigil ang iyak ng sanggol nang kargahin ko siya.,positive,general,general,tagasenti
sample_33625,Naisara ko ang gate bago nakalabas ang alaga naming aso.,positive,general,general,tagasenti
sample_33626,Nakababa ng puno ang pusa namin nang hindi nasasaktan.,positive,general,general,tagasenti
sample_33627,Naibaba ng doktor ang lagnat ng anak ko sa loob ng dalawang oras.,positive,general,general,tagasenti
sample_33628,Hindi nangamoy ang basura dahil nakuha agad ng trak kaninang umaga.,positive,general,general,tagasenti
sample_33629,Nakita ko ang nawawalang reseta ng doktor sa ilalim ng upuan.,positive,general,general,tagasenti
sample_33630,Na-cancel ng tindero ang maling order ko sa system nila.,positive,general,general,tagasenti
sample_33631,Hindi nabasag ang cellphone ko nang mahulog sa makapal na karpet.,positive,general,general,tagasenti
sample_33632,Naiwasan ko ang traffic dahil gumamit ako ng ibang ruta.,positive,general,general,tagasenti
sample_33633,Nakapasok ako sa opisina dalawang minuto bago ang time-in.,positive,general,general,tagasenti
sample_33634,Tumunog ang alarm ko sakto bago ako tuluyang makatulog ulit.,positive,general,general,tagasenti
sample_33635,Nahanap ko ang payong ko sa bag nang mag-umpisang umambon.,positive,general,general,tagasenti
sample_33636,Hindi pumalya ang makina ng sasakyan ko sa matarik na daan.,positive,general,general,tagasenti
sample_33637,Nakasakay agad ako ng taxi paglabas ng ospital.,positive,general,general,tagasenti
sample_33638,Nakita ng kapitan ang pangalan ko sa listahan ng mga bibigyan ng ayuda.,positive,general,general,tagasenti
sample_33639,Nai-refund ng bangko ang binawas na pera mula sa failed transaction.,positive,general,general,tagasenti
sample_33640,Hindi na-late ang anak ko sa school dahil dumating agad ang school bus.,positive,general,general,tagasenti
sample_33641,Nakalipat kami sa kabilang linya bago pa masira ang tren.,positive,general,general,tagasenti
sample_33642,Napansin ko ang butas sa bag bago pa mahulog ang pera ko.,positive,general,general,tagasenti
sample_33643,Natapos ang pag-aayos ng kalsada bago pa mag-rush hour.,positive,general,general,tagasenti
sample_33644,Hindi nabasa ang mga aklat sa bag ko nung umulan.,positive,general,general,tagasenti
sample_33645,Nahanap ko ang resibo kaya napalitan ko ang sirang sapatos.,positive,general,general,tagasenti
sample_33646,Naabot ng hose ang sunog na damo sa likod ng bahay.,positive,general,general,tagasenti
sample_33647,Nakaligtas ang mga halaman sa matinding sikat ng araw kahapon.,positive,general,general,tagasenti
sample_33648,Hindi umapaw ang tubig sa banyo kahit naiwan kong bukas ang gripo ng sandali.,positive,general,general,tagasenti
sample_33649,Nakuha ko ang atensyon ng waiter bago umalis ang mga kasama ko.,positive,general,general,tagasenti
sample_33650,Hindi na-expire ang voucher ko dahil nagamit ko kahapon.,positive,general,general,tagasenti
sample_33651,Nakabili ako ng bigas bago magtaas ang presyo sa palengke.,positive,general,general,tagasenti
sample_33652,Hindi napunit ang kontrata nang madaganan ng kape.,positive,general,general,tagasenti
sample_33653,Naisara ko ang pinto bago pumasok ang usok mula sa labas.,positive,general,general,tagasenti
sample_33654,Nakapasok ang pera sa app ko bago ako magbayad sa counter.,positive,general,general,tagasenti
sample_33655,Nakaupo ako sa bus sa buong biyahe pauwi.,positive,general,general,tagasenti
sample_33656,Hindi nag-crash ang program kahit maraming naka-bukas na tabs.,positive,general,general,tagasenti
sample_33657,Nakapasa ako sa board exam at may lisensya na ako ngayon.,positive,general,general,tagasenti
sample_33658,Naabot namin ang quota sa bentahan ngayong buwan.,positive,general,general,tagasenti
sample_33659,Tinawagan ako ng kumpanya at natanggap ako sa trabaho.,positive,general,general,tagasenti
sample_33660,Naubos ang paninda kong kakanin nang wala pang alas-tres ng hapon.,positive,general,general,tagasenti
sample_33661,Pasok ang marka ng anak ko sa listahan ng mga may karangalan.,positive,general,general,tagasenti
sample_33662,Nanalo sa kompetisyon ang inilaban naming sayaw.,positive,general,general,tagasenti
sample_33663,Pumayag ang kliyente sa lahat ng kondisyon ng bagong kontrata.,positive,general,general,tagasenti
sample_33664,Napromote ang asawa ko sa opisina nila.,positive,general,general,tagasenti
sample_33665,Nakuha ng proyekto namin ang pinakamataas na grado sa klase.,positive,general,general,tagasenti
sample_33666,Umabot sa target na timbang ang alaga naming baboy para maibenta.,positive,general,general,tagasenti
sample_33667,Napili ang disenyo ko para sa bagong logo ng kumpanya.,positive,general,general,tagasenti
sample_33668,Nabili ang lupa namin sa presyong gusto naming makuha.,positive,general,general,tagasenti
sample_33669,Naibenta ko ang lumang kotse ko sa loob lang ng isang linggo.,positive,general,general,tagasenti
sample_33670,Napanalunan ng aming barangay ang unang gantimpala sa paligsahan.,positive,general,general,tagasenti
sample_33671,Nakuha ko ang scholarship na in-applyan ko noong isang buwan.,positive,general,general,tagasenti
sample_33672,Nakapasa sa entrance exam ng unibersidad ang bunso naming kapatid.,positive,general,general,tagasenti
sample_33673,Naipadala nang buo ang lahat ng orders sa aming online shop.,positive,general,general,tagasenti
sample_33674,Natapos ng mga karpintero ang bahay nang mas maaga sa inaasahan.,positive,general,general,tagasenti
sample_33675,Kumita ng malaki ang pelikulang ginawa ng kaibigan ko.,positive,general,general,tagasenti
sample_33676,Napuno ang kapasidad ng sinehan sa unang araw ng palabas namin.,positive,general,general,tagasenti
sample_33677,Nakuha ko ang pwesto bilang branch manager.,positive,general,general,tagasenti
sample_33678,Nai-publish na ang artikulong isinulat ko sa dyaryo.,positive,general,general,tagasenti
sample_33679,Tumaas ang bilang ng mga subscribers sa channel ko.,positive,general,general,tagasenti
sample_33680,Naipasa ng estudyante ko ang lahat ng kanyang mga asignatura.,positive,general,general,tagasenti
sample_33681,Nakatanggap ng parangal ang aming departamento dahil sa maagang pagtatapos ng gawain.,positive,general,general,tagasenti
sample_33682,Nagkaroon ng malaking ani ang mga magsasaka sa probinsya namin.,positive,general,general,tagasenti
sample_33683,Naging viral ang ginawa kong video sa social media.,positive,general,general,tagasenti
sample_33684,Nakapagpatayo na ng sariling tindahan ang kaibigan ko.,positive,general,general,tagasenti
sample_33685,Kumita ang sari-sari store ko ng doble ngayong araw.,positive,general,general,tagasenti
sample_33686,Naibenta ang bahay at lupa ng pamilya namin sa tamang mamimili.,positive,general,general,tagasenti
sample_33687,Naipasa ko ang road test para sa pagmamaneho kaninang umaga.,positive,general,general,tagasenti
sample_33688,Nakuha ko ang visa ko nang walang naging problema sa interview.,positive,general,general,tagasenti
sample_33689,Lumabas sa dyaryo ang pangalan ko bilang isa sa mga pumasa.,positive,general,general,tagasenti
sample_33690,Nakatanggap kami ng bonus mula sa opisina ngayong hapon.,positive,general,general,tagasenti
sample_33691,Pumirma ang supplier sa alok naming partnership.,positive,general,general,tagasenti
sample_33692,Natanggap ng kumpanya ang iminungkahi kong sistema.,positive,general,general,tagasenti
sample_33693,Naabot ko ang target na bilang ng hakbang sa smartwatch ko.,positive,general,general,tagasenti
sample_33694,Nanalo ang team namin sa finals ng basketball tournament.,positive,general,general,tagasenti
sample_33695,Na-publish sa isang sikat na magazine ang kinuha kong litrato.,positive,general,general,tagasenti
sample_33696,Napatunayan naming totoo ang teorya sa ginawa naming eksperimento.,positive,general,general,tagasenti
